,DMA_code,Date,TV GRP
4930,544,2022-10-24,253.05
4931,544,2022-10-31,204.88
4932,544,2022-11-07,216.46
4933,544,2022-11-14,142.11
4934,544,2022-11-21,253.46
4935,544,2022-11-28,411.45
4936,544,2022-12-05,124.04
4937,544,2022-12-12,466.69
4938,544,2022-12-19,280.37
4939,544,2022-12-26,362.84
4940,544,2023-01-02,249.29
4941,544,2023-01-09,206.7
4942,544,2023-01-16,137.75
4943,544,2023-01-23,288.62
4944,544,2023-01-30,267.55
4945,544,2023-02-06,328.93
4946,544,2023-02-13,260.75
4947,544,2023-02-20,279.08
4948,544,2023-02-27,415.28
4949,544,2023-03-06,150.75
4950,544,2023-03-13,263.09
4951,544,2023-03-20,155.83
4952,544,2023-03-27,474.93
4953,544,2023-04-03,431.56
4954,544,2023-04-10,438.79
4955,544,2023-04-17,154.85
4956,544,2023-04-24,450.13
4957,544,2023-05-01,157.28
4958,544,2023-05-08,286.39
4959,544,2023-05-15,140.02
4960,544,2023-05-22,472.05
4961,544,2023-05-29,493.5
4962,544,2023-06-05,269.31
4963,544,2023-06-12,479.73
4964,544,2023-06-19,137.13
4965,544,2023-06-26,464.26
4966,544,2023-07-03,237.75
4967,544,2023-07-10,367.1
4968,544,2023-07-17,243.1
4969,544,2023-07-24,339.57
4970,544,2023-07-31,191.7
4971,544,2023-08-07,350.01
4972,544,2023-08-14,303.62
4973,544,2023-08-21,244.92
4974,544,2023-08-28,275.68
4975,544,2023-09-04,299.71
4976,544,2023-09-11,266.39
4977,544,2023-09-18,127.91
4978,544,2023-09-25,414.98
4979,544,2023-10-02,365.73
4980,544,2023-10-09,372.46
4981,544,2023-10-16,120.59
4982,544,2023-10-23,409.13
4983,544,2023-10-30,410.37
4984,544,2023-11-06,417.85
4985,544,2023-11-13,345.86
4986,544,2023-11-20,305.79
4987,544,2023-11-27,449.09
4988,544,2023-12-04,332.98
4989,544,2023-12-11,137.13
4990,544,2023-12-18,239.39
4991,544,2023-12-25,385.26
4992,560,2021-01-04,264.43
4993,560,2021-01-11,420.11
4994,560,2021-01-18,286.9
4995,560,2021-01-25,254.12
4996,560,2021-02-01,239.74
4997,560,2021-02-08,225.98
4998,560,2021-02-15,291.73
4999,560,2021-02-22,339.69
5000,560,2021-03-01,469.92
5001,560,2021-03-08,392.71
5002,560,2021-03-15,184.58
5003,560,2021-03-22,281.55
5004,560,2021-03-29,222.64
5005,560,2021-04-05,197.13
5006,560,2021-04-12,363.3
5007,560,2021-04-19,145.07
5008,560,2021-04-26,110.39
5009,560,2021-05-03,265.43
5010,560,2021-05-10,154.95
5011,560,2021-05-17,304.36
5012,560,2021-05-24,320.02
5013,560,2021-05-31,166.31
5014,560,2021-06-07,378.67
5015,560,2021-06-14,145.6
5016,560,2021-06-21,346.98
5017,560,2021-06-28,358.16
5018,560,2021-07-05,423.76
5019,560,2021-07-12,454.74
5020,560,2021-07-19,368.09
5021,560,2021-07-26,348.3
5022,560,2021-08-02,370.93
5023,560,2021-08-09,310.96
5024,560,2021-08-16,346.75
5025,560,2021-08-23,462.39
5026,560,2021-08-30,377.74
5027,560,2021-09-06,220.48
5028,560,2021-09-13,386.0
5029,560,2021-09-20,136.24
5030,560,2021-09-27,281.23
5031,560,2021-10-04,257.22
5032,560,2021-10-11,233.74
5033,560,2021-10-18,349.32
5034,560,2021-10-25,167.66
5035,560,2021-11-01,476.8
5036,560,2021-11-08,202.99
5037,560,2021-11-15,377.44
5038,560,2021-11-22,275.07
5039,560,2021-11-29,181.85
5040,560,2021-12-06,269.55
5041,560,2021-12-13,244.97
5042,560,2021-12-20,412.13
5043,560,2021-12-27,363.44
5044,560,2022-01-03,433.26
5045,560,2022-01-10,116.65
5046,560,2022-01-17,433.11
5047,560,2022-01-24,264.68
5048,560,2022-01-31,203.42
5049,560,2022-02-07,181.56
5050,560,2022-02-14,238.66
5051,560,2022-02-21,238.49
5052,560,2022-02-28,157.01
5053,560,2022-03-07,339.77
5054,560,2022-03-14,133.05
5055,560,2022-03-21,300.07
5056,560,2022-03-28,256.67
5057,560,2022-04-04,426.08
5058,560,2022-04-11,188.1
5059,560,2022-04-18,324.03
5060,560,2022-04-25,147.26
5061,560,2022-05-02,386.76
5062,560,2022-05-09,229.98
5063,560,2022-05-16,483.62
5064,560,2022-05-23,462.77
5065,560,2022-05-30,291.46
5066,560,2022-06-06,415.72
5067,560,2022-06-13,129.69
5068,560,2022-06-20,412.93
5069,560,2022-06-27,279.04
5070,560,2022-07-04,137.85
5071,560,2022-07-11,211.34
5072,560,2022-07-18,219.74
5073,560,2022-07-25,386.69
5074,560,2022-08-01,414.61
5075,560,2022-08-08,313.33
5076,560,2022-08-15,232.3
5077,560,2022-08-22,262.98
5078,560,2022-08-29,349.98
5079,560,2022-09-05,352.6
5080,560,2022-09-12,172.44
5081,560,2022-09-19,300.23
5082,560,2022-09-26,326.94
5083,560,2022-10-03,399.83
5084,560,2022-10-10,286.85
5085,560,2022-10-17,474.66
5086,560,2022-10-24,366.24
5087,560,2022-10-31,388.86
5088,560,2022-11-07,334.57
5089,560,2022-11-14,438.18
5090,560,2022-11-21,243.83
5091,560,2022-11-28,112.81
5092,560,2022-12-05,145.81
5093,560,2022-12-12,271.35
5094,560,2022-12-19,256.94
5095,560,2022-12-26,278.83
5096,560,2023-01-02,315.58
5097,560,2023-01-09,263.14
5098,560,2023-01-16,118.5
5099,560,2023-01-23,419.89
5100,560,2023-01-30,473.89
5101,560,2023-02-06,331.61
5102,560,2023-02-13,287.19
5103,560,2023-02-20,145.61
5104,560,2023-02-27,469.28
5105,560,2023-03-06,244.67
5106,560,2023-03-13,410.16
5107,560,2023-03-20,177.35
5108,560,2023-03-27,463.59
5109,560,2023-04-03,384.8
5110,560,2023-04-10,225.35
5111,560,2023-04-17,403.4
5112,560,2023-04-24,221.71
5113,560,2023-05-01,185.89
5114,560,2023-05-08,423.08
5115,560,2023-05-15,471.98
5116,560,2023-05-22,120.75
5117,560,2023-05-29,134.81
5118,560,2023-06-05,454.49
5119,560,2023-06-12,478.9
5120,560,2023-06-19,382.51
5121,560,2023-06-26,272.21
5122,560,2023-07-03,306.94
5123,560,2023-07-10,248.4
5124,560,2023-07-17,477.54
5125,560,2023-07-24,372.6
5126,560,2023-07-31,479.2
5127,560,2023-08-07,461.6
5128,560,2023-08-14,374.16
5129,560,2023-08-21,193.58
5130,560,2023-08-28,279.72
5131,560,2023-09-04,369.55
5132,560,2023-09-11,287.57
5133,560,2023-09-18,277.01
5134,560,2023-09-25,269.23
5135,560,2023-10-02,171.48
5136,560,2023-10-09,254.19
5137,560,2023-10-16,495.13
5138,560,2023-10-23,202.6
5139,560,2023-10-30,224.2
5140,560,2023-11-06,485.34
5141,560,2023-11-13,304.82
5142,560,2023-11-20,408.7
5143,560,2023-11-27,198.52
5144,560,2023-12-04,261.07
5145,560,2023-12-11,348.92
5146,560,2023-12-18,200.21
5147,560,2023-12-25,253.91
5148,518,2021-01-04,290.39
5149,518,2021-01-11,436.59
5150,518,2021-01-18,377.07
5151,518,2021-01-25,466.55
5152,518,2021-02-01,486.78
5153,518,2021-02-08,289.12
5154,518,2021-02-15,268.01
5155,518,2021-02-22,324.22
5156,518,2021-03-01,459.15
5157,518,2021-03-08,107.9
5158,518,2021-03-15,192.79
5159,518,2021-03-22,435.04
5160,518,2021-03-29,308.82
5161,518,2021-04-05,433.32
5162,518,2021-04-12,360.63
5163,518,2021-04-19,425.21
5164,518,2021-04-26,267.36
5165,518,2021-05-03,103.99
5166,518,2021-05-10,369.6
5167,518,2021-05-17,298.82
5168,518,2021-05-24,493.34
5169,518,2021-05-31,148.1
5170,518,2021-06-07,347.81
5171,518,2021-06-14,220.49
5172,518,2021-06-21,300.94
5173,518,2021-06-28,129.34
5174,518,2021-07-05,444.4
5175,518,2021-07-12,456.59
5176,518,2021-07-19,296.65
5177,518,2021-07-26,133.41
5178,518,2021-08-02,332.46
5179,518,2021-08-09,214.67
5180,518,2021-08-16,109.99
5181,518,2021-08-23,431.88
5182,518,2021-08-30,151.62
5183,518,2021-09-06,470.06
5184,518,2021-09-13,365.24
5185,518,2021-09-20,157.23
5186,518,2021-09-27,206.5
5187,518,2021-10-04,490.65
5188,518,2021-10-11,359.42
5189,518,2021-10-18,292.83
5190,518,2021-10-25,481.63
5191,518,2021-11-01,112.17
5192,518,2021-11-08,253.4
5193,518,2021-11-15,427.3
5194,518,2021-11-22,482.05
5195,518,2021-11-29,413.64
5196,518,2021-12-06,354.91
5197,518,2021-12-13,151.44
5198,518,2021-12-20,314.72
5199,518,2021-12-27,329.86
5200,518,2022-01-03,431.31
5201,518,2022-01-10,367.62
5202,518,2022-01-17,438.19
5203,518,2022-01-24,332.27
5204,518,2022-01-31,154.2
5205,518,2022-02-07,399.7
5206,518,2022-02-14,354.47
5207,518,2022-02-21,239.27
5208,518,2022-02-28,427.83
5209,518,2022-03-07,453.29
5210,518,2022-03-14,393.56
5211,518,2022-03-21,293.6
5212,518,2022-03-28,223.72
5213,518,2022-04-04,191.43
5214,518,2022-04-11,432.24
5215,518,2022-04-18,360.31
5216,518,2022-04-25,356.29
5217,518,2022-05-02,180.18
5218,518,2022-05-09,322.25
5219,518,2022-05-16,495.0
5220,518,2022-05-23,278.67
5221,518,2022-05-30,320.67
5222,518,2022-06-06,450.39
5223,518,2022-06-13,449.5
5224,518,2022-06-20,126.42
5225,518,2022-06-27,461.14
5226,518,2022-07-04,362.44
5227,518,2022-07-11,236.98
5228,518,2022-07-18,406.74
5229,518,2022-07-25,295.32
5230,518,2022-08-01,319.25
5231,518,2022-08-08,355.1
5232,518,2022-08-15,422.58
5233,518,2022-08-22,288.69
5234,518,2022-08-29,203.81
5235,518,2022-09-05,344.95
5236,518,2022-09-12,488.63
5237,518,2022-09-19,138.98
5238,518,2022-09-26,102.66
5239,518,2022-10-03,255.31
5240,518,2022-10-10,317.62
5241,518,2022-10-17,304.39
5242,518,2022-10-24,226.03
5243,518,2022-10-31,473.34
5244,518,2022-11-07,197.56
5245,518,2022-11-14,148.96
5246,518,2022-11-21,189.49
5247,518,2022-11-28,138.89
5248,518,2022-12-05,438.35
5249,518,2022-12-12,260.62
5250,518,2022-12-19,432.26
5251,518,2022-12-26,355.18
5252,518,2023-01-02,289.82
5253,518,2023-01-09,140.93
5254,518,2023-01-16,114.86
5255,518,2023-01-23,322.94
5256,518,2023-01-30,180.01
5257,518,2023-02-06,277.22
5258,518,2023-02-13,478.57
5259,518,2023-02-20,153.47
5260,518,2023-02-27,382.62
5261,518,2023-03-06,184.84
5262,518,2023-03-13,196.36
5263,518,2023-03-20,355.46
5264,518,2023-03-27,152.35
5265,518,2023-04-03,255.07
5266,518,2023-04-10,252.08
5267,518,2023-04-17,282.13
5268,518,2023-04-24,227.4
5269,518,2023-05-01,209.35
5270,518,2023-05-08,412.78
5271,518,2023-05-15,131.9
5272,518,2023-05-22,439.93
5273,518,2023-05-29,435.35
5274,518,2023-06-05,473.05
5275,518,2023-06-12,195.89
5276,518,2023-06-19,466.55
5277,518,2023-06-26,280.17
5278,518,2023-07-03,373.5
5279,518,2023-07-10,440.71
5280,518,2023-07-17,125.05
5281,518,2023-07-24,113.89
5282,518,2023-07-31,180.72
5283,518,2023-08-07,324.3
5284,518,2023-08-14,411.24
5285,518,2023-08-21,410.19
5286,518,2023-08-28,457.23
5287,518,2023-09-04,322.54
5288,518,2023-09-11,324.09
5289,518,2023-09-18,131.36
5290,518,2023-09-25,406.11
5291,518,2023-10-02,292.23
5292,518,2023-10-09,183.48
5293,518,2023-10-16,150.04
5294,518,2023-10-23,455.67
5295,518,2023-10-30,330.56
5296,518,2023-11-06,347.28
5297,518,2023-11-13,196.3
5298,518,2023-11-20,320.12
5299,518,2023-11-27,163.61
5300,518,2023-12-04,267.55
5301,518,2023-12-11,198.44
5302,518,2023-12-18,166.62
5303,518,2023-12-25,419.79
5304,531,2021-01-04,364.68
5305,531,2021-01-11,419.83
5306,531,2021-01-18,434.36
5307,531,2021-01-25,255.9
5308,531,2021-02-01,402.48
5309,531,2021-02-08,393.58
5310,531,2021-02-15,198.67
5311,531,2021-02-22,375.66
5312,531,2021-03-01,471.25
5313,531,2021-03-08,374.32
5314,531,2021-03-15,230.94
5315,531,2021-03-22,380.78
5316,531,2021-03-29,332.5
5317,531,2021-04-05,422.29
5318,531,2021-04-12,208.71
5319,531,2021-04-19,164.89
5320,531,2021-04-26,273.01
5321,531,2021-05-03,350.52
5322,531,2021-05-10,138.72
5323,531,2021-05-17,205.29
5324,531,2021-05-24,166.81
5325,531,2021-05-31,408.1
5326,531,2021-06-07,381.79
5327,531,2021-06-14,350.17
5328,531,2021-06-21,285.23
5329,531,2021-06-28,278.99
5330,531,2021-07-05,306.96
5331,531,2021-07-12,427.41
5332,531,2021-07-19,338.47
5333,531,2021-07-26,398.58
5334,531,2021-08-02,204.48
5335,531,2021-08-09,291.11
5336,531,2021-08-16,352.16
5337,531,2021-08-23,226.06
5338,531,2021-08-30,307.78
5339,531,2021-09-06,436.04
5340,531,2021-09-13,130.94
5341,531,2021-09-20,423.59
5342,531,2021-09-27,341.26
5343,531,2021-10-04,264.51
5344,531,2021-10-11,324.5
5345,531,2021-10-18,342.38
5346,531,2021-10-25,412.29
5347,531,2021-11-01,420.85
5348,531,2021-11-08,396.01
5349,531,2021-11-15,106.84
5350,531,2021-11-22,322.84
5351,531,2021-11-29,272.56
5352,531,2021-12-06,330.52
5353,531,2021-12-13,342.19
5354,531,2021-12-20,346.45
5355,531,2021-12-27,239.99
5356,531,2022-01-03,278.78
5357,531,2022-01-10,106.39
5358,531,2022-01-17,474.18
5359,531,2022-01-24,495.19
5360,531,2022-01-31,260.38
5361,531,2022-02-07,267.85
5362,531,2022-02-14,283.81
5363,531,2022-02-21,217.38
5364,531,2022-02-28,274.21
5365,531,2022-03-07,243.46
5366,531,2022-03-14,107.82
5367,531,2022-03-21,150.66
5368,531,2022-03-28,131.47
5369,531,2022-04-04,195.52
5370,531,2022-04-11,139.91
5371,531,2022-04-18,192.08
5372,531,2022-04-25,101.62
5373,531,2022-05-02,495.51
5374,531,2022-05-09,143.7
5375,531,2022-05-16,436.03
5376,531,2022-05-23,140.83
5377,531,2022-05-30,224.53
5378,531,2022-06-06,476.62
5379,531,2022-06-13,224.32
5380,531,2022-06-20,361.85
5381,531,2022-06-27,227.31
5382,531,2022-07-04,477.16
5383,531,2022-07-11,104.19
5384,531,2022-07-18,200.45
5385,531,2022-07-25,265.27
5386,531,2022-08-01,429.79
5387,531,2022-08-08,329.21
5388,531,2022-08-15,457.92
5389,531,2022-08-22,453.49
5390,531,2022-08-29,482.13
5391,531,2022-09-05,173.08
5392,531,2022-09-12,268.92
5393,531,2022-09-19,270.97
5394,531,2022-09-26,149.22
5395,531,2022-10-03,478.04
5396,531,2022-10-10,245.09
5397,531,2022-10-17,355.71
5398,531,2022-10-24,341.67
5399,531,2022-10-31,194.79
5400,531,2022-11-07,328.9
5401,531,2022-11-14,202.53
5402,531,2022-11-21,214.34
5403,531,2022-11-28,320.2
5404,531,2022-12-05,282.73
5405,531,2022-12-12,269.31
5406,531,2022-12-19,257.33
5407,531,2022-12-26,401.87
5408,531,2023-01-02,212.36
5409,531,2023-01-09,225.06
5410,531,2023-01-16,331.73
5411,531,2023-01-23,485.72
5412,531,2023-01-30,216.43
5413,531,2023-02-06,266.42
5414,531,2023-02-13,151.34
5415,531,2023-02-20,356.33
5416,531,2023-02-27,200.49
5417,531,2023-03-06,310.41
5418,531,2023-03-13,268.02
5419,531,2023-03-20,410.35
5420,531,2023-03-27,433.16
5421,531,2023-04-03,394.97
5422,531,2023-04-10,280.14
5423,531,2023-04-17,265.99
5424,531,2023-04-24,264.94
5425,531,2023-05-01,300.65
5426,531,2023-05-08,347.58
5427,531,2023-05-15,229.65
5428,531,2023-05-22,392.81
5429,531,2023-05-29,462.53
5430,531,2023-06-05,127.06
5431,531,2023-06-12,108.66
5432,531,2023-06-19,370.22
5433,531,2023-06-26,358.35
5434,531,2023-07-03,283.35
5435,531,2023-07-10,431.29
5436,531,2023-07-17,399.77
5437,531,2023-07-24,486.67
5438,531,2023-07-31,434.34
5439,531,2023-08-07,132.75
5440,531,2023-08-14,266.41
5441,531,2023-08-21,242.59
5442,531,2023-08-28,434.01
5443,531,2023-09-04,194.26
5444,531,2023-09-11,143.99
5445,531,2023-09-18,131.22
5446,531,2023-09-25,324.79
5447,531,2023-10-02,222.37
5448,531,2023-10-09,175.73
5449,531,2023-10-16,463.8
5450,531,2023-10-23,106.01
5451,531,2023-10-30,276.48
5452,531,2023-11-06,294.24
5453,531,2023-11-13,315.6
5454,531,2023-11-20,404.31
5455,531,2023-11-27,102.55
5456,531,2023-12-04,194.68
5457,531,2023-12-11,412.58
5458,531,2023-12-18,235.71
5459,531,2023-12-25,330.35
5460,559,2021-01-04,212.96
5461,559,2021-01-11,133.55
5462,559,2021-01-18,200.83
5463,559,2021-01-25,429.72
5464,559,2021-02-01,236.22
5465,559,2021-02-08,319.58
5466,559,2021-02-15,105.23
5467,559,2021-02-22,308.83
5468,559,2021-03-01,389.83
5469,559,2021-03-08,332.75
5470,559,2021-03-15,109.09
5471,559,2021-03-22,108.46
5472,559,2021-03-29,454.85
5473,559,2021-04-05,185.79
5474,559,2021-04-12,373.18
5475,559,2021-04-19,112.58
5476,559,2021-04-26,221.94
5477,559,2021-05-03,229.97
5478,559,2021-05-10,440.91
5479,559,2021-05-17,421.8
5480,559,2021-05-24,432.79
5481,559,2021-05-31,476.71
5482,559,2021-06-07,248.85
5483,559,2021-06-14,187.14
5484,559,2021-06-21,394.81
5485,559,2021-06-28,133.3
5486,559,2021-07-05,491.02
5487,559,2021-07-12,398.04
5488,559,2021-07-19,214.03
5489,559,2021-07-26,416.42
5490,559,2021-08-02,464.59
5491,559,2021-08-09,160.94
5492,559,2021-08-16,364.28
5493,559,2021-08-23,157.28
5494,559,2021-08-30,327.35
5495,559,2021-09-06,172.99
5496,559,2021-09-13,304.15
5497,559,2021-09-20,299.46
5498,559,2021-09-27,219.42
5499,559,2021-10-04,121.68
5500,559,2021-10-11,415.31
5501,559,2021-10-18,290.11
5502,559,2021-10-25,371.54
5503,559,2021-11-01,449.29
5504,559,2021-11-08,202.21
5505,559,2021-11-15,331.46
5506,559,2021-11-22,427.89
5507,559,2021-11-29,473.16
5508,559,2021-12-06,127.4
5509,559,2021-12-13,159.76
5510,559,2021-12-20,148.75
5511,559,2021-12-27,142.76
5512,559,2022-01-03,468.66
5513,559,2022-01-10,355.99
5514,559,2022-01-17,450.44
5515,559,2022-01-24,272.13
5516,559,2022-01-31,456.95
5517,559,2022-02-07,354.57
5518,559,2022-02-14,419.04
5519,559,2022-02-21,331.19
5520,559,2022-02-28,219.5
5521,559,2022-03-07,325.97
5522,559,2022-03-14,390.69
5523,559,2022-03-21,367.34
5524,559,2022-03-28,286.33
5525,559,2022-04-04,108.51
5526,559,2022-04-11,331.7
5527,559,2022-04-18,470.25
5528,559,2022-04-25,470.2
5529,559,2022-05-02,444.2
5530,559,2022-05-09,347.75
5531,559,2022-05-16,303.76
5532,559,2022-05-23,109.21
5533,559,2022-05-30,240.13
5534,559,2022-06-06,441.46
5535,559,2022-06-13,163.41
5536,559,2022-06-20,422.88
5537,559,2022-06-27,208.51
5538,559,2022-07-04,318.89
5539,559,2022-07-11,216.9
5540,559,2022-07-18,209.49
5541,559,2022-07-25,448.99
5542,559,2022-08-01,376.47
5543,559,2022-08-08,186.14
5544,559,2022-08-15,291.13
5545,559,2022-08-22,305.03
5546,559,2022-08-29,391.82
5547,559,2022-09-05,372.06
5548,559,2022-09-12,369.52
5549,559,2022-09-19,252.26
5550,559,2022-09-26,192.53
5551,559,2022-10-03,301.07
5552,559,2022-10-10,402.0
5553,559,2022-10-17,459.19
5554,559,2022-10-24,393.42
5555,559,2022-10-31,258.06
5556,559,2022-11-07,482.89
5557,559,2022-11-14,446.63
5558,559,2022-11-21,461.95
5559,559,2022-11-28,213.44
5560,559,2022-12-05,493.17
5561,559,2022-12-12,207.88
5562,559,2022-12-19,165.37
5563,559,2022-12-26,184.85
5564,559,2023-01-02,359.63
5565,559,2023-01-09,260.26
5566,559,2023-01-16,164.23
5567,559,2023-01-23,399.09
5568,559,2023-01-30,155.93
5569,559,2023-02-06,129.0
5570,559,2023-02-13,442.93
5571,559,2023-02-20,316.7
5572,559,2023-02-27,355.18
5573,559,2023-03-06,499.54
5574,559,2023-03-13,482.41
5575,559,2023-03-20,266.03
5576,559,2023-03-27,297.4
5577,559,2023-04-03,123.95
5578,559,2023-04-10,295.35
5579,559,2023-04-17,212.1
5580,559,2023-04-24,402.76
5581,559,2023-05-01,244.94
5582,559,2023-05-08,105.47
5583,559,2023-05-15,384.52
5584,559,2023-05-22,182.08
5585,559,2023-05-29,209.94
5586,559,2023-06-05,131.26
5587,559,2023-06-12,412.0
5588,559,2023-06-19,198.22
5589,559,2023-06-26,405.12
5590,559,2023-07-03,109.76
5591,559,2023-07-10,357.89
5592,559,2023-07-17,148.19
5593,559,2023-07-24,268.78
5594,559,2023-07-31,223.91
5595,559,2023-08-07,412.15
5596,559,2023-08-14,417.25
5597,559,2023-08-21,440.75
5598,559,2023-08-28,106.28
5599,559,2023-09-04,439.9
5600,559,2023-09-11,196.71
5601,559,2023-09-18,434.03
5602,559,2023-09-25,434.54
5603,559,2023-10-02,189.24
5604,559,2023-10-09,198.39
5605,559,2023-10-16,164.81
5606,559,2023-10-23,171.46
5607,559,2023-10-30,481.94
5608,559,2023-11-06,253.9
5609,559,2023-11-13,115.92
5610,559,2023-11-20,231.74
5611,559,2023-11-27,119.47
5612,559,2023-12-04,492.61
5613,559,2023-12-11,366.02
5614,559,2023-12-18,304.94
5615,559,2023-12-25,145.02
5616,564,2021-01-04,206.55
5617,564,2021-01-11,408.3
5618,564,2021-01-18,460.77
5619,564,2021-01-25,428.19
5620,564,2021-02-01,367.46
5621,564,2021-02-08,317.12
5622,564,2021-02-15,285.87
5623,564,2021-02-22,162.95
5624,564,2021-03-01,147.3
5625,564,2021-03-08,423.0
5626,564,2021-03-15,415.81
5627,564,2021-03-22,107.14
5628,564,2021-03-29,308.05
5629,564,2021-04-05,160.62
5630,564,2021-04-12,406.76
5631,564,2021-04-19,173.47
5632,564,2021-04-26,305.04
5633,564,2021-05-03,369.26
5634,564,2021-05-10,256.17
5635,564,2021-05-17,368.5
5636,564,2021-05-24,465.63
5637,564,2021-05-31,387.9
5638,564,2021-06-07,229.07
5639,564,2021-06-14,240.85
5640,564,2021-06-21,233.83
5641,564,2021-06-28,292.08
5642,564,2021-07-05,136.11
5643,564,2021-07-12,108.13
5644,564,2021-07-19,224.01
5645,564,2021-07-26,426.85
5646,564,2021-08-02,447.4
5647,564,2021-08-09,399.22
5648,564,2021-08-16,173.77
5649,564,2021-08-23,297.49
5650,564,2021-08-30,303.01
5651,564,2021-09-06,176.67
5652,564,2021-09-13,246.64
5653,564,2021-09-20,217.78
5654,564,2021-09-27,201.22
5655,564,2021-10-04,262.49
5656,564,2021-10-11,227.27
5657,564,2021-10-18,471.4
5658,564,2021-10-25,351.93
5659,564,2021-11-01,332.45
5660,564,2021-11-08,267.13
5661,564,2021-11-15,281.91
5662,564,2021-11-22,280.26
5663,564,2021-11-29,107.01
5664,564,2021-12-06,483.18
5665,564,2021-12-13,386.43
5666,564,2021-12-20,318.92
5667,564,2021-12-27,194.6
5668,564,2022-01-03,101.73
5669,564,2022-01-10,211.34
5670,564,2022-01-17,412.9
5671,564,2022-01-24,488.5
5672,564,2022-01-31,403.96
5673,564,2022-02-07,272.64
5674,564,2022-02-14,439.02
5675,564,2022-02-21,498.37
5676,564,2022-02-28,223.21
5677,564,2022-03-07,263.9
5678,564,2022-03-14,272.69
5679,564,2022-03-21,253.42
5680,564,2022-03-28,357.51
5681,564,2022-04-04,448.73
5682,564,2022-04-11,446.39
5683,564,2022-04-18,141.31
5684,564,2022-04-25,111.75
5685,564,2022-05-02,274.3
5686,564,2022-05-09,157.37
5687,564,2022-05-16,127.95
5688,564,2022-05-23,143.07
5689,564,2022-05-30,353.94
5690,564,2022-06-06,240.16
5691,564,2022-06-13,352.58
5692,564,2022-06-20,118.52
5693,564,2022-06-27,473.14
5694,564,2022-07-04,486.79
5695,564,2022-07-11,473.74
5696,564,2022-07-18,194.86
5697,564,2022-07-25,444.03
5698,564,2022-08-01,255.29
5699,564,2022-08-08,379.27
5700,564,2022-08-15,175.53
5701,564,2022-08-22,268.53
5702,564,2022-08-29,457.84
5703,564,2022-09-05,283.04
5704,564,2022-09-12,472.19
5705,564,2022-09-19,242.86
5706,564,2022-09-26,337.94
5707,564,2022-10-03,276.76
5708,564,2022-10-10,151.76
5709,564,2022-10-17,291.77
5710,564,2022-10-24,244.03
5711,564,2022-10-31,178.64
5712,564,2022-11-07,269.46
5713,564,2022-11-14,213.35
5714,564,2022-11-21,203.01
5715,564,2022-11-28,443.54
5716,564,2022-12-05,406.74
5717,564,2022-12-12,370.75
5718,564,2022-12-19,245.86
5719,564,2022-12-26,192.48
5720,564,2023-01-02,352.51
5721,564,2023-01-09,211.54
5722,564,2023-01-16,399.95
5723,564,2023-01-23,292.78
5724,564,2023-01-30,464.13
5725,564,2023-02-06,458.89
5726,564,2023-02-13,277.31
5727,564,2023-02-20,481.7
5728,564,2023-02-27,364.3
5729,564,2023-03-06,342.03
5730,564,2023-03-13,137.34
5731,564,2023-03-20,492.99
5732,564,2023-03-27,136.64
5733,564,2023-04-03,207.8
5734,564,2023-04-10,168.13
5735,564,2023-04-17,122.84
5736,564,2023-04-24,499.52
5737,564,2023-05-01,227.59
5738,564,2023-05-08,118.44
5739,564,2023-05-15,149.99
5740,564,2023-05-22,194.57
5741,564,2023-05-29,115.47
5742,564,2023-06-05,158.69
5743,564,2023-06-12,112.82
5744,564,2023-06-19,166.66
5745,564,2023-06-26,278.07
5746,564,2023-07-03,490.32
5747,564,2023-07-10,370.73
5748,564,2023-07-17,314.84
5749,564,2023-07-24,495.85
5750,564,2023-07-31,381.38
5751,564,2023-08-07,248.05
5752,564,2023-08-14,417.18
5753,564,2023-08-21,292.79
5754,564,2023-08-28,116.07
5755,564,2023-09-04,354.34
5756,564,2023-09-11,392.12
5757,564,2023-09-18,491.57
5758,564,2023-09-25,139.11
5759,564,2023-10-02,228.9
5760,564,2023-10-09,388.85
5761,564,2023-10-16,358.35
5762,564,2023-10-23,306.48
5763,564,2023-10-30,175.63
5764,564,2023-11-06,184.35
5765,564,2023-11-13,487.38
5766,564,2023-11-20,142.43
5767,564,2023-11-27,392.36
5768,564,2023-12-04,100.78
5769,564,2023-12-11,149.51
5770,564,2023-12-18,441.68
5771,564,2023-12-25,223.89
5772,598,2021-01-04,497.9
5773,598,2021-01-11,392.53
5774,598,2021-01-18,246.72
5775,598,2021-01-25,270.78
5776,598,2021-02-01,196.41
5777,598,2021-02-08,427.09
5778,598,2021-02-15,102.95
5779,598,2021-02-22,195.55
5780,598,2021-03-01,448.16
5781,598,2021-03-08,489.57
5782,598,2021-03-15,275.68
5783,598,2021-03-22,430.96
5784,598,2021-03-29,426.22
5785,598,2021-04-05,408.96
5786,598,2021-04-12,436.78
5787,598,2021-04-19,478.4
5788,598,2021-04-26,121.2
5789,598,2021-05-03,243.64
5790,598,2021-05-10,380.47
5791,598,2021-05-17,177.89
5792,598,2021-05-24,312.46
5793,598,2021-05-31,349.36
5794,598,2021-06-07,167.01
5795,598,2021-06-14,373.81
5796,598,2021-06-21,115.18
5797,598,2021-06-28,111.22
5798,598,2021-07-05,396.66
5799,598,2021-07-12,360.79
5800,598,2021-07-19,405.93
5801,598,2021-07-26,105.84
5802,598,2021-08-02,131.18
5803,598,2021-08-09,222.79
